device_name,dns_queries,enriched_dns_queries,reverse_dns,enriched_reverse_dns,dhcp_hostnames,enriched_hostnames,tls_cert_domains,enriched_tls_cert_domains,tls_server_names,enriched_tls_server_names,user_agents,enriched_user_agents,mac_address,enriched_mac_address,oui,origin_dataset
not2_device.csv,[],,[],,[],,[],,[],,[],,70:c9:4e:14:c4:21,"['MAC Address 70:C9:4E: Liteon Technology Corporation is registered as the vendor for mac address prefix 70C94E. Additional vendor information for this prefix can be found below. Click ...', 'MAC address 70:C9:4E: Vendor/Company: Liteon Technology Corporation, MAC prefix/OUI: 70:C9:4E, address: 4F, 90, Chien 1 Road, New Taipei City Taiwan 23585, TW.', '70-C9-4E - MAC or OUI address lookup: 70-C9-4E, 70-C9-4E-00-00-00 - 70-C9-4E-FF-FF-FF · Liteon Technology Corporation.', 'Mac Address 70-C9-4E - Liteon Technology Corporation: Devices with MAC addresses that start with 70-C9-4E were manufactured by Liteon Technology Corporation.', '70-C9-4E-FF-FF-FF - MAC or OUI address lookup: List of MAC addresses in this range (different styles). IEEE EUI-48, Unix, Unix zero-padded, Cisco, No delimiters. 70-C9-4E-00-01-F4, 70:c9:4e:0:1:f4 ...', 'Dirección MAC 70:C9:4E - UIC: Vendor name: Liteon Technology Corporation MAC Prefix: 70:C9:4E MAC Range: 70:C9:4E:00:00:00 - 70:C9:4E:FF:FF:FF Type: MA-L Address: 4F, 90, Chien 1 Road', 'Liteon Technology Corporation MAC Address Database: MAC Prefix, Brand Name, Vendor Name. F8:A2:D6, LiteonTe, Liteon Technology Corporation. AC:B5:7D, LiteonTe, Liteon Technology Corporation.']",70:c9:4e,sentinel
