device_name,dns_queries,enriched_dns_queries,reverse_dns,enriched_reverse_dns,dhcp_hostnames,enriched_hostnames,tls_cert_domains,enriched_tls_cert_domains,tls_server_names,enriched_tls_server_names,user_agents,enriched_user_agents,mac_address,oui,origin_dataset
xiaomi-cleaner_merged_us_IMC19.csv,"['us.ot.io.mi.com', 'us.ott.io.mi.com']","[['Xiaomi Bedside Lamp keeps pinging ot.io.mi.com every ...: The Xiaomi Bedside Lamp keeps pinging ot.io.mi.com every few seconds. I do not understand why it needs to ping this domain this much.', 'Xiaomi Cloud: Sync your contacts, messages, photos, notes, and other items with Xiaomi Cloud to be able to access them from all connected devices. Use Find device to ...', ""Xiaomi Desk Lamp can't connect to Wi-Fi: The lamp can only work with a router 2.4Ghz using WPA/WPA2 encryption method with a password. Could you see the lamp in your DHCP list after ...""], [""Xiaomi Bedside Lamp keeps pinging ot.io.mi.com every ...: Xiaomi Bedside Lamp keeps pinging ot.io.mi.com every few seconds ... Pihole reports that this particular device doesn't phone home to us.ot ..."", 'xiaomi-dns-blocklist/xiaomi_dns_block_with_whitelist.lst at ...: PiHole DNS Blocklist Xiaomi Domains. Contribute to unknownFalleN/xiaomi-dns-blocklist development by creating an account on GitHub.', ""WebUi not showing, service not listed, but cleaning still works: Describe the bug My Gen1 is not showing the webui anymore. Cleaning still works using the hardware buttons but otherwise I can't access it.""]]",['roborock-vacuum-s5_miio11670639._miio._udp.local'],"[['Found unsupported device roborock-vacuum-s5 #1501: My device worked just fine for few months and now is unsupported :) No firmware update, tried to reset, reset wifi, reset to factory firmware, ...', 'Can I control my robot local/LAN only? - Roborock: Home Assistant does control roborocks locally through the official integration, but unfortunately not only is the integration lacking many ...', ""My Internet went out, now I can't control my vacuum. Why ...: Why no local control? If I'm at home connected with the ability to locally connect, why does the vacuum have to go out to Roborock servers?""]]",['rockrobo'],"[[""Roborock US Official Store | Intelligent Robot Vacuum Cleaner ...: Roborock's intelligent automatic robot vacuum cleaners turn time spent vacuuming and mopping into free time for you to spend on the better things in life."", 'Meet Roborock Smart Robot Vacuum Cleaners: Roborock robot vacuum can clean your whole home, automatically, every day. Sweeping & Mopping, Intelligent Route Planning, App Control, Pet-Friendly and ...', 'Roborock QX Revo Robot Vacuum and Mop with ...: Effortlessly remove stains with 200 RPM spinningspeed* and consistent downward pressure.And 30 water flow level adjustments match yourpreferences.']]",[],,[],,[],,f0:b4:29:41:ec:d7,f0:b4:29,IMC19
smartthings-hub_merged_uk_IMC19.csv,"['api.smartthings.com', 'fw-update2.smartthings.com', 'wpad.unctrl.dada.lab', 'wpad.dada.lab', 'DC.ConNEcT.smaRTthIngs.COM', 'DC-eu01-eUwesT1.cONNeCT.smArTtHings.COM', 'Dc.COnnEcT.SmarTThInGS.COM', 'dc-eu01-EUwESt1.connEcT.SmArTThINgs.CoM', 'dc.cOnnECt.SmartThINgS.coM', 'Dc-Eu01-EUWesT1.coNnecT.sMaRTThinGs.cOm']","[['API | Developer Documentation | SmartThings: The SmartThings API, a RESTful API, provides a method for your integration to communicate with the SmartThings Platform. The API is the core of the platform.', 'SmartThings API Browser+ ... Now Available to All: A browser-based web app that provides a point-and-click way to explore most of the SmartThings API.', 'Get Started With Home API | Developer Documentation: The SmartThings Home API allows you to directly use the SmartThings Cloud in your application. These APIs provide a function for you to onboard Matter-based ...'], [""Strange DNS lookups by hub? - SmartThings Community: They appear to be programmatically incrementing. Like there's a software bug mistakenly looking for a domain instead of some other function."", 'SmartThings Firewalling - Serious Security Concerns: fw-update2.smartthings.com. Because doing all firmware updates using a single server is too secure, they open another one. Also not mentioned ...', 'Firmware Updates for SmartThings Sensors, Outlets and ...: Navigate to and open the SmartThings app. Tap the Home icon, and then select the location with the device you want to check for firmware updates. Tap the ...'], ['dadaLab: With a focus on light & sound installations, dadaLab artworks consistently push the boundaries of immersive design, blending art with science and technology.', 'OUned.py: exploiting hidden Organizational Units ACL ...: Through the SMB dummy domain controller, the attacker responds with malicious GPT files including an immediate scheduled task executing ...', 'dadaLab: At dadaLab, we create innovative modular truss systems for stage production, lighting design, corporate events, and film production.'], ['dadaLab: With a focus on light & sound installations, dadaLab artworks consistently push the boundaries of immersive design, blending art with science and technology.', 'About — dadaLab: dadaLab is an immersive art studio based in Austin, TX. We are a connected team of artists, musicians, technologists, and performers.', 'In-the-Wild WPAD Attack | How Threat Actors Abused ...: What is WPAD? Web Proxy Auto Discovery is a protocol used to ensure all devices on a network use the same web proxy configuration. Rather than ...'], ['Dc.connect.smartthings.com is down (21 September 2018): Been offline for two days now. Contacted smartthings already but NO one has said anything about this being down.', 'Smart home with Samsung SmartThings | Samsung US: SmartThings makes your home smarter. Meet the innovative new SmartThings features that enhance home automation and simplify your daily life.', 'SmartThings Firewalling - Serious Security Concerns: The problem is that the hub talks to all kinds of different IP addresses and there seems to be no way to determine if they are legitimate.'], ['Smartthings app wont work on Android 9 local network: I use a Android phone with latest OS 9. When i are conected thru WIFI on local network with my phone the application will not load my items.', 'Is the IDE Web Page Down? - SmartThings Community: When trying to log in to the Smartthings IDE web page for my hub, nothing happen! https://graph-eu01-euwest1.api.smartthings.com HTTP ERROR 503.', 'dc-eu01-euwest1.connect.smartthings.com: dc-eu01-euwest1.connect.smartthings.com is a subdomain of smartthings.com. DNS resolution of dc-eu01-euwest1.connect.smartthings.com points to 54.155.16.139 ...'], ['Dc.connect.smartthings.com is down (21 September 2018): Been offline for two days now. Contacted smartthings already but NO one has said anything about this being down.', 'Smart home with Samsung SmartThings | Samsung US: SmartThings makes your home smarter. Meet the innovative new SmartThings features that enhance home automation and simplify your daily life.', 'SmartThings Firewalling - Serious Security Concerns: The problem is that the hub talks to all kinds of different IP addresses and there seems to be no way to determine if they are legitimate.'], ['Smartthings app wont work on Android 9 local network: I use a Android phone with latest OS 9. When i are conected thru WIFI on local network with my phone the application will not load my items.', 'Is the IDE Web Page Down? - SmartThings Community: When trying to log in to the Smartthings IDE web page for my hub, nothing happen! https://graph-eu01-euwest1.api.smartthings.com HTTP ERROR 503.', 'dc-eu01-euwest1.connect.smartthings.com: DNS resolution of dc-eu01-euwest1.connect.smartthings.com points to 54.155.16.139 with a location in Dublin, Dublin IE. The server responds with an SSL ...'], ['Dc.connect.smartthings.com is down (21 September 2018): Been offline for two days now. Contacted smartthings already but NO one has said anything about this being down.', 'Smart home with Samsung SmartThings | Samsung US: SmartThings makes your home smarter. Meet the innovative new SmartThings features that enhance home automation and simplify your daily life.', 'SmartThings Firewalling - Serious Security Concerns: The problem is that the hub talks to all kinds of different IP addresses and there seems to be no way to determine if they are legitimate.'], ['Smartthings app wont work on Android 9 local network: I use a Android phone with latest OS 9. When i are conected thru WIFI on local network with my phone the application will not load my items.', 'Is the IDE Web Page Down? - SmartThings Community: When trying to log in to the Smartthings IDE web page for my hub, nothing happen! https://graph-eu01-euwest1.api.smartthings.com HTTP ERROR 503.', 'dc-eu01-euwest1.connect.smartthings.com: DNS resolution of dc-eu01-euwest1.connect.smartthings.com points to 54.155.16.139 with a location in Dublin, Dublin IE. The server responds with an SSL ...']]",[],,['hubv2-d052a8a4e6960001'],"[['Samsung SmartThings Hub V2: Read more This hub has simplicity designed and features and easy setup through mobile phone and let you see compatible device linked to Google market ready to compare pricing.', 'SmartThings Hub Model v2 With Power Adapter: SmartThings Hub Model v2 With Power Adapter. Condition is Used. Shipped with USPS Ground Advantage.']]",[],,[],,"['curl/7.60.0', 'CyberGarage-HTTP/1.0', 'ConnMan/1.36 wispr']","[['curl download archive: curl-library curl-users IRC / chat Mailing lists Everything curl [book] ... 7.60.0, 2.80MB · 3.77MB · 2.23MB · 5.48MB. 7.59.0, 2.77MB · 3.73MB · 2.21MB · 5.43MB.', 'Vulnerabilities in curl 7.60.0: curl version 7.60.0 was released on May 16 2018. It has the following 51 published security problems. Flaw, From version, To and including.', 'GitHub - NewYaroslav/curl-7.60.0-win64-mingw ...: curl 7.60.0 for Windows https://curl.haxx.se/windows/. License. Unknown and 5 other licenses found. Licenses found. Unknown. COPYING.txt.'], ['HTTP.java: cybergarage-upnp is a development package for UPnP™ developers. cybergarage-upnp controls these protocols automatically, and supports to create your devices ...', 'HTTPServer.java - cybergarage/cybergarage-upnp: cybergarage-upnp is a development package for UPnP™ developers. cybergarage-upnp controls these protocols automatically, and supports to create your devices ...', 'cybergarage-upnp: cybergarage-upnp is a UPnP™ development package for Java developers. cybergarage-upnp controls these protocols automatically, and supports to create your ...'], ['connman 1.36: 1.36 · A daemon for managing internet connections within embedded devices · The ConnMan project provides a daemon for managing internet connections within ...', 'connman 1.36-2.3ubuntu0.1 source package in Ubuntu: easy adaption and modification for various use cases. . ConnMan provies IPv4 and IPv6 connectivity via: * ethernet * WiFi, using wpasupplicant * ...', '[SECURITY] [DLA 3105-1] connman security update: ... 1.36-2.1~deb10u3 CVE IDs : CVE-2022-32292 CVE-2022-32293 Debian Bug ... WISPR HTTP query which could be used to trigger a use-after ...']]",d0:52:a8:a4:e6:46,d0:52:a8,IMC19
