device_name,dns_queries,enriched_dns_queries,reverse_dns,enriched_reverse_dns,dhcp_hostnames,enriched_hostnames,tls_cert_domains,enriched_tls_cert_domains,tls_server_names,enriched_tls_server_names,user_agents,enriched_user_agents,mac_address,enriched_mac_address,oui,origin_dataset
not3_device.csv,[],,[],,[],,[],,[],,[],,f0:25:b7:eb:5e:65,"['MAC Address F0:25:B7: SAMSUNG ELECTRO-MECHANICS(THAILAND is registered as the vendor for mac address prefix F025B7. Additional vendor information for this prefix can be found below.', 'MAC address F0:25:B7: MAC address prefix F0:25:B7 is registered to SAMSUNG ELECTRO-MECHANICS(THAILAND), located at 93Moo5T. BangsamakBangpakong Chachoengsao 24180TH.', 'F0-25-B7 - MAC or OUI address lookup: Search. OUI, MAC range, Company. F0-25-B7, F0-25-B7-00-00-00 - F0-25-B7-FF-FF-FF · SAMSUNG ELECTRO-MECHANICS(THAILAND)', 'MAC Address Search: 1 Result Found. Company: SAMSUNG ELECTRO-MECHANICS(THAILAND); Address. 93Moo5T. Bangsamak Bangpakong Chachoengsao 24180. TH. Range: F0:25:B7:00:00:00 - F0:25:B7 ...', 'History of MAC F0:25:B7 - MAC Address Lookup: Explore the history of MAC address prefix F0:25:B7 and learn about the changes in address, vendors, and manufacturers over time.', 'F0-25-B7-00-00-00 - F0-25-B7-FF-FF-FF: SAMSUNG ELECTRO-MECHANICS(THAILAND) · F0-25-B7 · F0-25-B7-00-00-00 - F0-25-B7-FF-FF-FF ...', 'F0:25:B7:00:00:00 - F0:25:B7:FF:FF:FF | MAC Address lookup: List of MAC Addresses in this Range ; F0:25:B7:00:00:01, F0:25:B7:0:0:1, F0-25-B7-00-00-01 ; F0:25:B7:00:00:02, F0:25:B7:0:0:2, F0-25-B7 ...']",f0:25:b7,sentinel
