device_name,dns_queries,enriched_dns_queries,reverse_dns,enriched_reverse_dns,dhcp_hostnames,enriched_hostnames,tls_cert_domains,enriched_tls_cert_domains,tls_server_names,enriched_tls_server_names,user_agents,enriched_user_agents,mac_address,enriched_mac_address,oui,origin_dataset
not1_device.csv,[],,[],,[],,[],,[],,[],,dc:a4:ca:b0:cc:46,"['MAC address DC:A4:CA - Apple, Inc.: MAC address prefix DC:A4:CA is registered to Apple, Inc., located at 1 Infinite LoopCupertino CA 95014US. This registration is classified as MA-L (Mac ...', 'DC-A4-CA - MAC or OUI address lookup: Search by MAC address or company name: Search. OUI, MAC range, Company. DC-A4-CA, DC-A4-CA-00-00-00 - DC-A4-CA-FF-FF-FF · Apple, Inc.', 'Apple, Inc. MAC Address Database: DCA4CA / DC-A4-CA. Apple, Inc. is registered as the vendor for mac address prefix DCA4CA. Additional vendor information for this prefix can be found below.', 'MAC Address Search: MAC Address Search. 1 Result Found. Company: Apple, Inc. Address. 1 Infinite Loop Cupertino CA 95014. US. Range: DC:A4:CA:00:00:00 - DC:A4:CA:FF:FF:FF ...', 'Mac Address DC-A4-CA - Apple, Inc.: Devices with MAC addresses that start with DC-A4-CA were manufactured by Apple, Inc. Device Manufacturer. Apple, Inc. Manufacturer Location. 1 Infinite Loop', 'Details of MAC DC:A4:CA - Apple, Inc. - MAC Address Lookup: Apple, Inc. ... Universally administered addresses (UAA): the address is uniquely assigned by its manufacturer. Type of transmission: Unicast.', 'DC-A4-CA-FF-FF-FF - MAC or OUI address lookup: List of MAC addresses in this range (different styles). IEEE EUI-48, Unix, Unix zero-padded, Cisco, No delimiters. DC-A4-CA-00-00-C8, dc:a4:ca:0:0:c8 ...']",dc:a4:ca,sentinel
